From,To,Airline,Departure Delay,Arrival Delay,Distance,Airline Rating,Airport Rating,weather__hourly__weatherDesc__value
DEL,HYD,Indigo,75,55,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Moderate or heavy rain shower
BLR,DEL,Indigo,0,-2,1736,0.7,0.9,Moderate or heavy rain shower
BLR,BOM,Spicejet,-5,-8,848,0.4,0.9,Patchy rain possible
BLR,DEL,Spicejet,50,127,1736,0.4,0.9,Partly cloudy
CCU,DEL,Spicejet,75,58,1312,0.4,0.86,Partly cloudy
DEL,HYD,Spicejet,52,34,1244,0.4,0.88,Partly cloudy
CCU,DEL,Spicejet,30,40,1312,0.4,0.86,Partly cloudy
CCU,DEL,Spicejet,107,113,1312,0.4,0.86,Partly cloudy
BLR,BOM,Spicejet,70,72,848,0.4,0.9,Moderate or heavy rain shower
BLR,DEL,Spicejet,-4,-12,1736,0.4,0.9,Patchy rain possible
DEL,HYD,Spicejet,-5,-1,1244,0.4,0.88,Partly cloudy
CCU,DEL,Spicejet,65,47,1312,0.4,0.86,Partly cloudy
BLR,DEL,Spicejet,12,-5,1736,0.4,0.9,Moderate or heavy rain shower
BLR,DEL,Spicejet,20,33,1736,0.4,0.9,Moderate or heavy rain shower
BLR,BOM,Vistara,-13,-6,848,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,34,30,1244,0.8,0.88,Partly cloudy
CCU,DEL,Vistara,0,0,1312,0.8,0.86,Patchy rain possible
BLR,BOM,Vistara,-2,4,848,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-3,26,848,0.8,0.9,Light rain shower
BLR,DEL,Vistara,0,28,1736,0.8,0.9,Light rain shower
BLR,BOM,Vistara,79,76,848,0.8,0.9,Patchy rain possible
CCU,DEL,Vistara,18,26,1312,0.8,0.86,Light rain shower
DEL,HYD,Vistara,20,20,1244,0.8,0.88,Partly cloudy
DEL,HYD,Vistara,4,1,1244,0.8,0.88,Partly cloudy
BLR,DEL,Vistara,-3,7,1736,0.8,0.9,Moderate or heavy rain shower
BLR,BOM,Vistara,18,30,848,0.8,0.9,Patchy rain possible
BLR,DEL,Vistara,54,72,1736,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,-6,-19,848,0.8,0.9,Patchy rain possible
CCU,DEL,Vistara,8,7,1312,0.8,0.86,Partly cloudy
DEL,HYD,Vistara,46,58,1244,0.8,0.88,Partly cloudy
BLR,DEL,Vistara,20,33,1736,0.8,0.9,Moderate or heavy rain shower
BLR,BOM,Vistara,-8,-21,848,0.8,0.9,Moderate or heavy rain shower
BOM,DEL,Air Asia,8,-22,1138,0.5,0.9,Light rain shower
BLR,BOM,Air Asia,3,-5,848,0.5,0.9,Partly cloudy
BLR,BOM,Air Asia,13,-9,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,15,-14,1736,0.5,0.9,Cloudy
BLR,DEL,Air Asia,2,-6,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,0,0,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air Asia,1440,1440,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air Asia,-1,-21,1736,0.5,0.9,Cloudy
BLR,DEL,Air Asia,-9,-11,1736,0.5,0.9,Cloudy
BOM,DEL,Air Asia,13,-20,1138,0.5,0.9,Light rain shower
BOM,DEL,Air Asia,23,-10,1138,0.5,0.9,Moderate or heavy rain shower
CCU,DEL,Air Asia,20,34,1312,0.5,0.86,Moderate or heavy rain shower
CCU,DEL,Air Asia,56,19,1312,0.5,0.86,Moderate or heavy rain shower
BLR,BOM,Air Asia,22,0,848,0.5,0.9,Patchy rain possible
BLR,BOM,Air Asia,-1,-9,848,0.5,0.9,Patchy rain possible
BLR,DEL,Air Asia,12,-8,1736,0.5,0.9,Patchy rain possible
BLR,DEL,Air Asia,-6,-6,1736,0.5,0.9,Patchy rain possible
BOM,DEL,Air Asia,0,0,1138,0.5,0.9,Patchy rain possible
CCU,DEL,Air Asia,13,-7,1312,0.5,0.86,Light rain shower
CCU,DEL,Air Asia,0,0,1312,0.5,0.86,Light rain shower
DEL,HYD,Air Asia,0,0,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air Asia,1440,1440,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air Asia,8,0,1244,0.5,0.88,Partly cloudy
BLR,BOM,Air Asia,6,2,848,0.5,0.9,Moderate or heavy rain shower
CCU,DEL,Air Asia,0,0,1312,0.5,0.86,Partly cloudy
CCU,DEL,Air Asia,1440,1440,1312,0.5,0.86,Patchy rain possible
BLR,BOM,Air Asia,-1,-12,848,0.5,0.9,Moderate or heavy rain shower
BLR,DEL,Air Asia,35,25,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-8,22,1312,0.5,0.86,Cloudy
BLR,DEL,Air India,0,3,1736,0.5,0.9,Cloudy
BLR,BOM,Air India,-1,0,848,0.5,0.9,Cloudy
CCU,DEL,Air India,7,-7,1312,0.5,0.86,Light rain shower
DEL,HYD,Air India,23,23,1244,0.5,0.88,Partly cloudy
BLR,BOM,Air India,-1,10,848,0.5,0.9,Cloudy
DEL,HYD,Air India,0,8,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,0,0,1736,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,55,14,1312,0.5,0.86,Moderate or heavy rain shower
DEL,HYD,Air India,61,31,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air India,85,104,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,2,3,1736,0.5,0.9,Patchy rain possible
BLR,DEL,Air India,30,0,1736,0.5,0.9,Patchy rain possible
BLR,BOM,Air India,15,30,848,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,37,3,1312,0.5,0.86,Light rain shower
BLR,BOM,Air India,65,49,848,0.5,0.9,Moderate or heavy rain shower
CCU,DEL,Air India,0,0,1312,0.5,0.86,Light rain shower
DEL,HYD,Air India,48,0,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,7,12,1736,0.5,0.9,Moderate or heavy rain shower
BLR,DEL,Air India,0,31,1736,0.5,0.9,Moderate or heavy rain shower
BLR,BOM,Go Air,19,19,848,0.3,0.9,Cloudy
DEL,HYD,Go Air,0,0,1244,0.3,0.88,Partly cloudy
DEL,HYD,Go Air,6,22,1244,0.3,0.88,Partly cloudy
BLR,DEL,Go Air,19,10,1736,0.3,0.9,Cloudy
BLR,DEL,Go Air,-2,-26,1736,0.3,0.9,Cloudy
BLR,DEL,Go Air,10,8,1736,0.3,0.9,Patchy rain possible
BLR,BOM,Go Air,8,-22,848,0.3,0.9,Patchy rain possible
BLR,DEL,Go Air,14,3,1736,0.3,0.9,Moderate or heavy rain shower
DEL,HYD,Go Air,-6,-4,1244,0.3,0.88,Partly cloudy
BLR,BOM,Go Air,58,23,848,0.3,0.9,Moderate or heavy rain shower
CCU,DEL,Go Air,0,0,1312,0.3,0.86,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,98,68,1312,0.7,0.86,Cloudy
BLR,DEL,Indigo,0,-15,1736,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,15,14,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,109,85,1312,0.7,0.86,Light rain shower
DEL,HYD,Indigo,0,-13,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,0,-11,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-20,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,0,-3,1312,0.7,0.86,Cloudy
BLR,BOM,Indigo,4,0,848,0.7,0.9,Cloudy
DEL,HYD,Indigo,0,0,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,72,38,1312,0.7,0.86,Light rain shower
BLR,BOM,Indigo,1,-8,848,0.7,0.9,Cloudy
BLR,DEL,Indigo,0,-23,1736,0.7,0.9,Cloudy
DEL,HYD,Indigo,0,2,1244,0.7,0.88,Partly cloudy
BLR,DEL,Indigo,0,-24,1736,0.7,0.9,Cloudy
DEL,HYD,Indigo,13,0,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,76,43,1312,0.7,0.86,Moderate or heavy rain shower
BLR,DEL,Indigo,40,0,1736,0.7,0.9,Patchy rain possible
CCU,DEL,Indigo,0,0,1312,0.7,0.86,Moderate or heavy rain shower
DEL,HYD,Indigo,-8,9,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,41,0,1312,0.7,0.86,Moderate or heavy rain shower
BLR,BOM,Indigo,4,3,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,-3,-15,1736,0.7,0.9,Patchy rain possible
CCU,DEL,Indigo,0,21,1312,0.7,0.86,Light rain shower
BLR,BOM,Indigo,-5,-16,848,0.7,0.9,Patchy rain possible
CCU,DEL,Indigo,0,16,1312,0.7,0.86,Light rain shower
DEL,HYD,Indigo,10,0,1244,0.7,0.88,Partly cloudy
DEL,HYD,Indigo,60,56,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Patchy rain possible
BLR,BOM,Indigo,0,-25,848,0.7,0.9,Moderate or heavy rain shower
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Moderate or heavy rain shower
DEL,HYD,Indigo,12,-2,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,0,0,1312,0.7,0.86,Light rain shower
BLR,DEL,Indigo,30,33,1736,0.7,0.9,Moderate or heavy rain shower
BLR,BOM,Indigo,5,7,848,0.7,0.9,Moderate or heavy rain shower
BLR,DEL,Indigo,0,-26,1736,0.7,0.9,Moderate or heavy rain shower
DEL,HYD,Indigo,0,-7,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,0,0,1312,0.7,0.86,Light rain shower
BLR,DEL,Indigo,40,31,1736,0.7,0.9,Moderate or heavy rain shower
DEL,HYD,Indigo,15,-12,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,0,0,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,50,40,848,0.7,0.9,Moderate or heavy rain shower
BLR,DEL,Indigo,30,9,1736,0.7,0.9,Moderate or heavy rain shower
DEL,HYD,Indigo,0,0,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,30,46,848,0.7,0.9,Moderate or heavy rain shower
BLR,DEL,Indigo,0,39,1736,0.7,0.9,Moderate or heavy rain shower
BLR,BOM,Spicejet,-5,-2,848,0.4,0.9,Partly cloudy
BLR,DEL,Spicejet,-5,-7,1736,0.4,0.9,Partly cloudy
CCU,DEL,Spicejet,25,-6,1312,0.4,0.86,Light rain shower
CCU,DEL,Spicejet,35,13,1312,0.4,0.86,Light rain shower
CCU,DEL,Spicejet,-35,-35,1312,0.4,0.86,Light rain shower
DEL,HYD,Spicejet,-8,11,1244,0.4,0.88,Partly cloudy
BLR,BOM,Spicejet,85,93,848,0.4,0.9,Moderate or heavy rain shower
BLR,DEL,Spicejet,-9,-22,1736,0.4,0.9,Moderate or heavy rain shower
DEL,HYD,Spicejet,-3,0,1244,0.4,0.88,Partly cloudy
CCU,DEL,Spicejet,0,0,1312,0.4,0.86,Light rain shower
BLR,DEL,Spicejet,0,-20,1736,0.4,0.9,Moderate or heavy rain shower
BLR,DEL,Spicejet,30,26,1736,0.4,0.9,Moderate or heavy rain shower
BLR,BOM,Vistara,-13,-6,848,0.8,0.9,Cloudy
DEL,HYD,Vistara,21,22,1244,0.8,0.88,Partly cloudy
CCU,DEL,Vistara,-6,-13,1312,0.8,0.86,Light rain shower
BLR,BOM,Vistara,-2,4,848,0.8,0.9,Cloudy
BLR,BOM,Vistara,-3,26,848,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,-5,-12,848,0.8,0.9,Patchy rain possible
BLR,DEL,Vistara,-1,17,1736,0.8,0.9,Patchy rain possible
CCU,DEL,Vistara,65,49,1312,0.8,0.86,Light rain shower
DEL,HYD,Vistara,4,2,1244,0.8,0.88,Partly cloudy
DEL,HYD,Vistara,5,9,1244,0.8,0.88,Partly cloudy
BLR,DEL,Vistara,-3,7,1736,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,-4,5,848,0.8,0.9,Moderate or heavy rain shower
BLR,DEL,Vistara,-6,-14,1736,0.8,0.9,Moderate or heavy rain shower
BLR,BOM,Vistara,-7,-30,848,0.8,0.9,Moderate or heavy rain shower
CCU,DEL,Vistara,0,0,1312,0.8,0.86,Light rain shower
DEL,HYD,Vistara,55,65,1244,0.8,0.88,Partly cloudy
BLR,DEL,Vistara,6,18,1736,0.8,0.9,Moderate or heavy rain shower
BLR,BOM,Vistara,23,6,848,0.8,0.9,Moderate or heavy rain shower
BOM,DEL,Air Asia,23,-11,1138,0.5,0.9,Moderate or heavy rain shower
BLR,BOM,Air Asia,0,-17,848,0.5,0.9,Partly cloudy
BLR,BOM,Air Asia,1,-21,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,41,22,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,20,32,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,17,0,1244,0.5,0.88,Cloudy
DEL,HYD,Air Asia,2,-1,1244,0.5,0.88,Cloudy
BLR,DEL,Air Asia,27,8,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,0,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,20,-9,1138,0.5,0.9,Patchy rain possible
CCU,DEL,Air Asia,33,32,1312,0.5,0.86,Moderate or heavy rain shower
CCU,DEL,Air Asia,30,-1,1312,0.5,0.86,Moderate or heavy rain shower
BLR,BOM,Air Asia,14,-2,848,0.5,0.9,Partly cloudy
BLR,BOM,Air Asia,0,0,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,13,-1,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,0,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,0,0,1138,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,3,12,1312,0.5,0.86,Light rain shower
DEL,HYD,Air Asia,-6,-9,1244,0.5,0.88,Thundery outbreaks possible
DEL,HYD,Air Asia,-1,-6,1244,0.5,0.88,Thundery outbreaks possible
BLR,BOM,Air Asia,10,42,848,0.5,0.9,Patchy rain possible
CCU,DEL,Air Asia,31,15,1312,0.5,0.86,Partly cloudy
BLR,BOM,Air Asia,6,-22,848,0.5,0.9,Patchy rain possible
BLR,DEL,Air Asia,30,29,1736,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,0,0,1312,0.5,0.86,Partly cloudy
BLR,DEL,Air India,0,-1,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,0,9,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-8,9,1312,0.5,0.86,Moderate or heavy rain shower
DEL,HYD,Air India,13,10,1244,0.5,0.88,Cloudy
BLR,BOM,Air India,0,0,848,0.5,0.9,Partly cloudy
DEL,HYD,Air India,26,12,1244,0.5,0.88,Thundery outbreaks possible
BLR,DEL,Air India,0,0,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air India,31,-19,1244,0.5,0.88,Thundery outbreaks possible
CCU,DEL,Air India,5,10,1312,0.5,0.86,Moderate or heavy rain shower
DEL,HYD,Air India,16,-14,1244,0.5,0.88,Thundery outbreaks possible
BLR,DEL,Air India,0,0,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air India,0,0,1244,0.5,0.88,Thundery outbreaks possible
BLR,DEL,Air India,20,50,1736,0.5,0.9,Patchy rain possible
BLR,BOM,Air India,40,52,848,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,40,4,1312,0.5,0.86,Patchy rain possible
BLR,BOM,Air India,120,130,848,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,103,92,1312,0.5,0.86,Partly cloudy
DEL,HYD,Air India,52,25,1244,0.5,0.88,Patchy light rain with thunder
BLR,DEL,Air India,7,12,1736,0.5,0.9,Patchy rain possible
BLR,DEL,Air India,0,2,1736,0.5,0.9,Patchy rain possible
BLR,BOM,Go Air,-5,-6,848,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,6,14,1244,0.3,0.88,Partly cloudy
BLR,DEL,Go Air,-4,-28,1736,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,-9,1,1244,0.3,0.88,Cloudy
BLR,DEL,Go Air,0,0,1736,0.3,0.9,Partly cloudy
BLR,DEL,Go Air,0,0,1736,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,0,0,848,0.3,0.9,Patchy rain possible
BLR,DEL,Go Air,-3,-10,1736,0.3,0.9,Patchy rain possible
DEL,HYD,Go Air,-15,-15,1244,0.3,0.88,Thundery outbreaks possible
BLR,BOM,Go Air,14,-2,848,0.3,0.9,Patchy rain possible
CCU,DEL,Go Air,5,-7,1312,0.3,0.86,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,53,17,1312,0.7,0.86,Patchy rain possible
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-12,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,0,0,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,4,-2,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,0,-27,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-22,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,0,0,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,30,84,848,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,16,-22,1244,0.7,0.88,Cloudy
CCU,DEL,Indigo,0,-10,1312,0.7,0.86,Moderate or heavy rain shower
BLR,BOM,Indigo,0,4,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-17,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,3,4,1244,0.7,0.88,Cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,1,-15,1244,0.7,0.88,Cloudy
CCU,DEL,Indigo,21,29,1312,0.7,0.86,Moderate or heavy rain shower
DEL,HYD,Indigo,24,12,1244,0.7,0.88,Thundery outbreaks possible
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,31,10,1244,0.7,0.88,Thundery outbreaks possible
CCU,DEL,Indigo,3,5,1312,0.7,0.86,Light rain shower
CCU,DEL,Indigo,-4,-19,1312,0.7,0.86,Light rain shower
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-3,-2,1312,0.7,0.86,Light rain shower
CCU,DEL,Indigo,0,-12,1312,0.7,0.86,Light rain shower
DEL,HYD,Indigo,47,50,1244,0.7,0.88,Thundery outbreaks possible
BLR,BOM,Indigo,0,0,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,0,-8,1736,0.7,0.9,Patchy rain possible
BLR,BOM,Indigo,0,0,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,0,-2,1736,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,0,0,1244,0.7,0.88,Thundery outbreaks possible
CCU,DEL,Indigo,166,141,1312,0.7,0.86,Partly cloudy
BLR,DEL,Indigo,0,-22,1736,0.7,0.9,Patchy rain possible
BLR,BOM,Indigo,30,43,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,30,100,1736,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,0,0,1244,0.7,0.88,Thundery outbreaks possible
CCU,DEL,Indigo,0,5,1312,0.7,0.86,Patchy rain possible
BLR,DEL,Indigo,10,9,1736,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,0,0,1244,0.7,0.88,Patchy light rain with thunder
CCU,DEL,Indigo,44,5,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,0,15,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,0,4,1736,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,22,0,1244,0.7,0.88,Patchy light rain with thunder
BLR,BOM,Indigo,10,0,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,0,16,1736,0.7,0.9,Patchy rain possible
BLR,BOM,Spicejet,6,6,848,0.4,0.9,Partly cloudy
BLR,DEL,Spicejet,6,-9,1736,0.4,0.9,Partly cloudy
CCU,DEL,Spicejet,34,30,1312,0.4,0.86,Moderate or heavy rain shower
DEL,HYD,Spicejet,38,20,1244,0.4,0.88,Thundery outbreaks possible
CCU,DEL,Spicejet,10,10,1312,0.4,0.86,Light rain shower
CCU,DEL,Spicejet,35,43,1312,0.4,0.86,Patchy rain possible
BLR,BOM,Spicejet,45,66,848,0.4,0.9,Patchy rain possible
BLR,DEL,Spicejet,-6,-9,1736,0.4,0.9,Patchy rain possible
DEL,HYD,Spicejet,0,0,1244,0.4,0.88,Thundery outbreaks possible
CCU,DEL,Spicejet,60,35,1312,0.4,0.86,Partly cloudy
BLR,DEL,Spicejet,10,-5,1736,0.4,0.9,Patchy rain possible
BLR,DEL,Spicejet,25,10,1736,0.4,0.9,Patchy rain possible
BLR,BOM,Vistara,2,22,848,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,0,0,1244,0.8,0.88,Cloudy
CCU,DEL,Vistara,-4,13,1312,0.8,0.86,Moderate or heavy rain shower
BLR,BOM,Vistara,0,0,848,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,0,0,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,0,0,1736,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,0,0,848,0.8,0.9,Partly cloudy
CCU,DEL,Vistara,24,5,1312,0.8,0.86,Light rain shower
DEL,HYD,Vistara,17,14,1244,0.8,0.88,Thundery outbreaks possible
DEL,HYD,Vistara,0,0,1244,0.8,0.88,Thundery outbreaks possible
BLR,DEL,Vistara,-3,7,1736,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,3,-5,848,0.8,0.9,Patchy rain possible
BLR,DEL,Vistara,24,14,1736,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,1,-17,848,0.8,0.9,Patchy rain possible
CCU,DEL,Vistara,31,27,1312,0.8,0.86,Patchy rain possible
DEL,HYD,Vistara,0,0,1244,0.8,0.88,Thundery outbreaks possible
BLR,DEL,Vistara,50,65,1736,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,55,37,848,0.8,0.9,Patchy rain possible
BLR,BOM,Air Asia,1,7,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,5,-8,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,1,4,1244,0.5,0.88,Patchy rain possible
BLR,DEL,Air Asia,-4,-2,1736,0.5,0.9,Patchy rain possible
CCU,DEL,Air Asia,9,-3,1312,0.5,0.86,Partly cloudy
BLR,BOM,Air Asia,-1,-9,848,0.5,0.9,Patchy rain possible
BLR,DEL,Air Asia,-10,7,1736,0.5,0.9,Patchy rain possible
CCU,DEL,Air Asia,13,44,1312,0.5,0.86,Partly cloudy
DEL,HYD,Air Asia,5,14,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air Asia,20,42,1244,0.5,0.88,Partly cloudy
BLR,BOM,Air Asia,0,-4,848,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,0,-13,1312,0.5,0.86,Partly cloudy
BLR,BOM,Air Asia,0,-9,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,-9,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,14,11,1312,0.5,0.86,Partly cloudy
BLR,DEL,Air India,-2,-16,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,-1,0,848,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,15,6,1312,0.5,0.86,Light rain shower
DEL,HYD,Air India,15,16,1244,0.5,0.88,Patchy rain possible
BLR,BOM,Air India,-1,10,848,0.5,0.9,Patchy rain possible
DEL,HYD,Air India,46,42,1244,0.5,0.88,Moderate rain at times
BLR,DEL,Air India,0,10,1736,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,37,12,1312,0.5,0.86,Partly cloudy
DEL,HYD,Air India,0,0,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air India,0,0,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,10,17,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,0,11,1736,0.5,0.9,Cloudy
BLR,BOM,Air India,60,78,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,38,44,1312,0.5,0.86,Moderate or heavy rain shower
BLR,BOM,Air India,40,42,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,45,20,1312,0.5,0.86,Partly cloudy
DEL,HYD,Air India,37,8,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,7,12,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,0,0,1736,0.5,0.9,Partly cloudy
BLR,BOM,Go Air,-3,1,848,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,3,15,1244,0.3,0.88,Partly cloudy
DEL,HYD,Go Air,0,-2,1244,0.3,0.88,Patchy rain possible
BLR,DEL,Go Air,125,133,1736,0.3,0.9,Patchy rain possible
BLR,DEL,Go Air,0,7,1736,0.3,0.9,Patchy rain possible
BLR,DEL,Go Air,-9,-8,1736,0.3,0.9,Patchy rain possible
BLR,BOM,Go Air,-1,-18,848,0.3,0.9,Cloudy
DEL,HYD,Go Air,15,21,1244,0.3,0.88,Partly cloudy
BLR,DEL,Go Air,12,8,1736,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,0,0,848,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,0,0,1312,0.3,0.86,Partly cloudy
BLR,DEL,Indigo,0,-16,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,176,147,1312,0.7,0.86,Partly cloudy
BLR,DEL,Indigo,0,-28,1736,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,60,93,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,26,-6,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,11,0,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,0,-23,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-11,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,22,-10,1312,0.7,0.86,Light rain shower
BLR,BOM,Indigo,0,0,848,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,14,-5,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,21,-12,1312,0.7,0.86,Light rain shower
BLR,BOM,Indigo,1,-8,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,0,1,1736,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,6,-1,1244,0.7,0.88,Patchy rain possible
BLR,DEL,Indigo,0,-18,1736,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,7,0,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,27,-2,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,59,45,1244,0.7,0.88,Moderate rain at times
BLR,DEL,Indigo,20,58,1736,0.7,0.9,Patchy rain possible
BLR,BOM,Indigo,4,3,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,0,18,1736,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,33,26,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,14,-8,1312,0.7,0.86,Light rain shower
BLR,BOM,Indigo,5,-5,848,0.7,0.9,Partly cloudy
